User_ID,Age,Gender,Occupation,Device_Type,Daily_Phone_Hours,Social_Media_Hours,Work_Productivity_Score,Sleep_Hours,Stress_Level,App_Usage_Count,Caffeine_Intake_Cups,Weekend_Screen_Time_Hours
U108,47,Male,Freelancer,iOS,7.8,7.9,1,5.0,9,46,1,8.3
U109,27,Female,Freelancer,iOS,11.8,6.5,3,8.7,10,46,3,13.7
U110,34,Male,Freelancer,Android,6.0,6.7,3,6.4,6,5,2,10.6
U111,26,Female,Business Owner,iOS,9.1,3.2,4,6.7,9,9,6,3.9
U112,33,Other,Professional,Android,9.4,5.7,7,5.2,1,38,3,11.9
U113,53,Female,Business Owner,iOS,10.3,6.8,1,5.3,5,44,5,9.9
U114,52,Male,Student,iOS,5.1,6.0,5,6.2,4,43,0,11.6
U115,34,Other,Student,Android,3.0,6.4,8,8.3,4,8,6,8.9
U116,55,Female,Business Owner,Android,8.8,1.1,4,5.3,5,56,0,6.5
U117,45,Female,Student,iOS,2.6,3.6,9,4.3,7,28,0,6.5
U118,55,Other,Freelancer,Android,4.9,6.7,10,6.7,6,53,1,2.9
U119,43,Other,Student,iOS,8.4,7.1,6,6.4,9,15,3,5.9
U120,41,Male,Professional,Android,7.2,1.6,4,8.9,10,16,3,12.9
U121,32,Female,Student,Android,5.5,7.2,3,5.8,1,43,5,9.3
U122,26,Female,Student,iOS,5.8,4.3,4,4.8,5,45,0,2.5
U123,50,Female,Business Owner,Android,3.9,7.5,1,4.6,2,12,1,7.9
U124,49,Female,Professional,iOS,6.2,3.8,8,8.7,8,20,5,10.9
U125,23,Male,Freelancer,iOS,3.7,1.7,10,7.4,5,10,0,6.0
U126,21,Male,Student,Android,5.2,4.0,7,6.8,10,26,4,2.3
U127,25,Female,Business Owner,Android,9.1,3.7,8,7.9,9,16,3,7.7
U128,27,Other,Student,Android,10.6,1.6,7,4.2,6,29,4,4.4
U129,58,Male,Professional,iOS,9.4,7.4,5,7.6,2,51,3,9.4
U130,28,Male,Professional,iOS,5.9,4.6,5,9.0,1,53,4,6.3
U131,45,Female,Business Owner,iOS,2.3,3.4,10,5.6,4,48,1,8.4
U132,56,Male,Professional,Android,5.6,6.1,1,6.4,10,29,6,10.3
U133,22,Female,Professional,Android,1.9,4.5,1,7.5,7,12,6,12.4
U134,42,Male,Business Owner,iOS,9.3,3.5,3,7.7,7,14,1,4.3
U135,42,Female,Student,iOS,5.1,0.8,7,8.6,5,6,1,13.9
U136,56,Female,Student,Android,3.1,1.4,7,7.7,10,57,5,4.8
U137,47,Female,Freelancer,Android,10.0,7.6,6,8.1,6,19,5,5.5
U138,51,Female,Business Owner,Android,7.8,3.7,4,7.4,3,58,1,11.2
U139,34,Male,Business Owner,Android,4.2,1.5,6,7.4,10,8,1,5.5
U140,53,Other,Business Owner,Android,2.5,3.3,1,8.0,9,51,2,9.0
U141,18,Male,Business Owner,Android,3.3,6.8,1,8.6,5,59,4,12.0
U142,25,Male,Freelancer,iOS,11.2,1.0,8,4.1,8,52,4,8.7
U143,52,Female,Professional,Android,2.4,4.1,6,7.0,6,21,2,7.3
U144,35,Other,Professional,Android,7.8,3.0,7,4.2,5,51,3,5.2
U145,59,Male,Business Owner,iOS,7.2,5.3,9,5.2,5,6,1,6.2
U146,39,Male,Freelancer,iOS,5.0,1.4,9,5.9,3,34,2,5.7
U147,25,Male,Student,Android,2.5,5.1,7,8.2,9,5,1,9.6
U148,36,Other,Business Owner,Android,6.2,1.4,5,6.4,7,36,0,8.8
U149,45,Female,Student,iOS,4.8,1.9,1,7.2,2,15,6,10.9
U150,28,Male,Freelancer,iOS,2.8,2.8,9,8.6,6,43,2,9.3
